Id,SalePrice
1461,120500.0
1462,170000.0
1463,173000.0
1464,173000.0
1465,191000.0
1466,173900.0
1467,193000.0
1468,174000.0
1469,167000.0
1470,123000.0
1471,173733.0
1472,105000.0
1473,88000.0
1474,148500.0
1475,91000.0
1476,415298.0
1477,256300.0
1478,264132.0
1479,295493.0
1480,345000.0
1481,386250.0
1482,171750.0
1483,214000.0
1484,159895.0
1485,163900.0
1486,210000.0
1487,224900.0
1488,232000.0
1489,184900.0
1490,177500.0
1491,225000.0
1492,119000.0
1493,130500.0
1494,310000.0
1495,240000.0
1496,146000.0
1497,228500.0
1498,173733.0
1499,173733.0
1500,173733.0
1501,168500.0
1502,189000.0
1503,423000.0
1504,213500.0
1505,227000.0
1506,172000.0
1507,256000.0
1508,190000.0
1509,119000.0
1510,157000.0
1511,140000.0
1512,124000.0
1513,214500.0
1514,172000.0
1515,124000.0
1516,193500.0
1517,180500.0
1518,177000.0
1519,213500.0
1520,139000.0
1521,148000.0
1522,148000.0
1523,128000.0
1524,126500.0
1525,129000.0
1526,113000.0
1527,120000.0
1528,125500.0
1529,148000.0
1530,167000.0
1531,140000.0
1532,112500.0
1533,165500.0
1534,114504.0
1535,104000.0
1536,110500.0
1537,88000.0
1538,213000.0
1539,171900.0
1540,119500.0
1541,154000.0
1542,114500.0
1543,162000.0
1544,105000.0
1545,125500.0
1546,131000.0
1547,118500.0
1548,125500.0
1549,120000.0
1550,137450.0
1551,135000.0
1552,125500.0
1553,96500.0
1554,91000.0
1555,190000.0
1556,108500.0
1557,115000.0
1558,171000.0
1559,128000.0
1560,137450.0
1561,136500.0
1562,124500.0
1563,109500.0
1564,143000.0
1565,113000.0
1566,156500.0
1567,76000.0
1568,129000.0
1569,165000.0
1570,144900.0
1571,140000.0
1572,148000.0
1573,324000.0
1574,217000.0
1575,174000.0
1576,175000.0
1577,206000.0
1578,175000.0
1579,125000.0
1580,155835.0
1581,108000.0
1582,123000.0
1583,312500.0
1584,239000.0
1585,136500.0
1586,68500.0
1587,120000.0
1588,140000.0
1589,83000.0
1590,139000.0
1591,94750.0
1592,127000.0
1593,103000.0
1594,189000.0
1595,58500.0
1596,157900.0
1597,126000.0
1598,170000.0
1599,178400.0
1600,160200.0
1601,108000.0
1602,107500.0
1603,129000.0
1604,183500.0
1605,171000.0
1606,119500.0
1607,122500.0
1608,245350.0
1609,202900.0
1610,168000.0
1611,129000.0
1612,176432.0
1613,181000.0
1614,129000.0
1615,127000.0
1616,88000.0
1617,83500.0
1618,130500.0
1619,124500.0
1620,256000.0
1621,120000.0
1622,191000.0
1623,174000.0
1624,204750.0
1625,112500.0
1626,210000.0
1627,177500.0
1628,339750.0
1629,173000.0
1630,146000.0
1631,196000.0
1632,278000.0
1633,160000.0
1634,192000.0
1635,177500.0
1636,153900.0
1637,179900.0
1638,200000.0
1639,167900.0
1640,140000.0
1641,137900.0
1642,231500.0
1643,227000.0
1644,227680.0
1645,150000.0
1646,171500.0
1647,174000.0
1648,140000.0
1649,149900.0
1650,138500.0
1651,123000.0
1652,94500.0
1653,94500.0
1654,155000.0
1655,162000.0
1656,146000.0
1657,155000.0
1658,146000.0
1659,91000.0
1660,160000.0
1661,310000.0
1662,582933.0
1663,277500.0
1664,386250.0
1665,465000.0
1666,325000.0
1667,228000.0
1668,395192.0
1669,320000.0
1670,320000.0
1671,257000.0
1672,326000.0
1673,276000.0
1674,284000.0
1675,193000.0
1676,196000.0
1677,170000.0
1678,440000.0
1679,335000.0
1680,465000.0
1681,465000.0
1682,335000.0
1683,202500.0
1684,225000.0
1685,173900.0
1686,160200.0
1687,163900.0
1688,164000.0
1689,225000.0
1690,176485.0
1691,180000.0
1692,339750.0
1693,163900.0
1694,172500.0
1695,180000.0
1696,228000.0
1697,189000.0
1698,315000.0
1699,325000.0
1700,250000.0
1701,290000.0
1702,249700.0
1703,245000.0
1704,255000.0
1705,225000.0
1706,345000.0
1707,192000.0
1708,227680.0
1709,264132.0
1710,253000.0
1711,402000.0
1712,230000.0
1713,252678.0
1714,230000.0
1715,208500.0
